"a0","lc_a0","deriv_lc","second_deriv_lc"
0,0.0312242630544516,-65.5720606343935,1279.41972409708
0.01,-0.622524840853007,-55.8107981474109,713.307082958489
0.0621052631578947,-2.78877937096064,-31.7940810307911,311.912807263903
0.114210526315789,-4.06731496807984,-18.3788199725874,189.550597797188
0.166315789473684,-4.77480634221044,-9.71401568518857,144.094470300091
0.218421052631579,-5.1338657785481,-3.57482157679378,111.186379707427
0.270526315789474,-5.17088706361659,1.68225982975504,86.719422341417
0.322631578947368,-4.96660342467198,5.75340182857091,72.3347442178747
0.374736842105263,-4.55413519731294,9.74742959560864,64.9337757618354
0.426842105263158,-3.97663564441672,12.6386497372309,57.5950947531681
0.478947368421053,-3.22715247722121,15.5700950327393,50.507673723947
0.531052631578947,-2.34745561303742,18.0978154993112,46.4275547431009
0.583157894736842,-1.33578576930456,20.9676761737225,40.6305289417297
0.635263157894737,-0.201513477959523,22.661739534185,39.0115722463305
0.687368421052632,1.03023407965056,24.5775887129084,38.6037425515409
0.739473684210526,2.35615786456046,26.4114477846535,32.7182509109499
0.791578947368421,3.78051423146241,27.9809959862031,32.414887712134
0.843684210526316,5.29131354599796,29.6576213256631,30.6986174710598
0.895789473684211,6.87359743727163,31.1346168940293,25.3602510679598
0.947894736842105,8.53818041001206,32.447247824417,27.6826787995553
1,10.273204921004,33.8410396118578,26.3682815853945
